"Woonplaatsen in Nederland, 2012"
"Onderwerpen";"Woonplaats";"Woonplaats";"Gemeente";"Gemeente"
"Ursem gem. S";"Ursem gem. S";"1891";"Schermer";"0458"
"Usquert";"Usquert";"3485";"Eemsmond";"1651"
"Utrecht";"Utrecht";"3295";"Utrecht";"0344"
"Vaals";"Vaals";"1429";"Vaals";"0981"
"Vaassen";"Vaassen";"1345";"Epe";"0232"
"Valburg";"Valburg";"1872";"Overbetuwe";"1734"
"Valkenburg";"Valkenburg";"1718";"Valkenburg aan de Geul";"0994"
"Valkenburg";"Valkenburg";"1709";"Katwijk";"0537"
"Valkenswaard";"Valkenswaard";"1100";"Valkenswaard";"0858"
"Valthe";"Valthe";"1800";"Borger-Odoorn";"1681"
"Valthermond";"Valthermond";"1801";"Borger-Odoorn";"1681"
"2e Valthermond";"2e Valthermond";"1781";"Borger-Odoorn";"1681"
"Varik";"Varik";"3367";"Neerijnen";"0304"
"Varsselder";"Varsselder";"1582";"Oude IJsselstreek";"1509"
"Varsseveld";"Varsseveld";"1574";"Oude IJsselstreek";"1509"
"Vasse";"Vasse";"1295";"Tubbergen";"0183"
"Veelerveen";"Veelerveen";"2234";"Bellingwedde";"0007"
"Veen";"Veen";"1956";"Aalburg";"0738"
"Veendam";"Veendam";"1240";"Veendam";"0047"
"Veenendaal";"Veenendaal";"2048";"Veenendaal";"0345"
"De Veenhoop";"De Veenhoop";"3277";"Smallingerland";"0090"
"Veenhuizen";"Veenhuizen";"1651";"Noordenveld";"1699"
"Veeningen";"Veeningen";"3171";"De Wolden";"1690"
"Veenklooster";"Veenklooster";"3315";"Kollumerland en Nieuwkruisland";"0079"
"Veenoord";"Veenoord";"1999";"Emmen";"0114"
"Veere";"Veere";"2783";"Veere";"0717"
"Veessen";"Veessen";"2866";"Heerde";"0246"
"Vegelinsoord";"Vegelinsoord";"2513";"Skarsterlân";"0051"
"Veghel";"Veghel";"2827";"Veghel";"0860"
"'t Veld";"'t Veld";"2520";"Hollands Kroon";"1911"
"Velddriel";"Velddriel";"1631";"Maasdriel";"0263"
"Den Velde";"Den Velde";"1547";"Hardenberg";"0160"
"Velden";"Velden";"3142";"Venlo";"0983"
"Veldhoven";"Veldhoven";"1384";"Veldhoven";"0861"
"Velp";"Velp";"3198";"Grave";"0786"
"Velp";"Velp";"1500";"Rheden";"0275"
"Velsen-Noord";"Velsen-Noord";"3538";"Velsen";"0453"
"Velsen-Zuid";"Velsen-Zuid";"3536";"Velsen";"0453"
"Velserbroek";"Velserbroek";"2839";"Velsen";"0453"
"Venebrugge";"Venebrugge";"1565";"Hardenberg";"0160"
"Venhorst";"Venhorst";"3139";"Boekel";"0755"
"Venhuizen";"Venhuizen";"1512";"Drechterland";"0498"
"Venlo";"Venlo";"1473";"Venlo";"0983"
"Venray";"Venray";"2335";"Venray";"0984"
"Ven-Zelderheide";"Ven-Zelderheide";"2481";"Gennep";"0907"
"Vessem";"Vessem";"2996";"Eersel";"0770"
"Vethuizen";"Vethuizen";"2211";"Montferland";"1955"
"Veulen";"Veulen";"2336";"Venray";"0984"
"Vianen";"Vianen";"2843";"Vianen";"0620"
"Vianen (NB.)";"Vianen (NB.)";"1455";"Cuijk";"1684"
"Vierakker";"Vierakker";"1532";"Bronckhorst";"1876"
"Vierhouten";"Vierhouten";"2985";"Nunspeet";"0302"
"Vierhuizen";"Vierhuizen";"3426";"De Marne";"1663"
"Vierlingsbeek";"Vierlingsbeek";"1223";"Boxmeer";"0756"
"Vierpolders";"Vierpolders";"2369";"Brielle";"0501"
"Vijfhuizen";"Vijfhuizen";"1613";"Haarlemmermeer";"0394"
"Vijlen";"Vijlen";"1431";"Vaals";"0981"
"Vilsteren";"Vilsteren";"2554";"Ommen";"0175"
"Vinkega";"Vinkega";"1743";"Weststellingwerf";"0098"
"Vinkel";"Vinkel";"3063";"Bernheze";"1721"
"Vinkel";"Vinkel";"2749";"Maasdonk";"1671"
"Vinkenbuurt";"Vinkenbuurt";"2555";"Ommen";"0175"
"Vinkeveen";"Vinkeveen";"1930";"De Ronde Venen";"0736"
"Visvliet";"Visvliet";"2127";"Zuidhorn";"0056"
"Vlaardingen";"Vlaardingen";"1015";"Vlaardingen";"0622"
"Vlagtwedde";"Vlagtwedde";"2298";"Vlagtwedde";"0048"
"Vledder";"Vledder";"3122";"Westerveld";"1701"
"Vledderveen";"Vledderveen";"3078";"Stadskanaal";"0037"
"Vledderveen";"Vledderveen";"3123";"Westerveld";"1701"
"Vleuten";"Vleuten";"3296";"Utrecht";"0344"
"Vlieland";"Vlieland";"3299";"Vlieland";"0096"
"Vlierden";"Vlierden";"1775";"Deurne";"0762"
"Vlijmen";"Vlijmen";"3503";"Heusden";"0797"
"Vlissingen";"Vlissingen";"1078";"Vlissingen";"0718"
"Vlist";"Vlist";"2389";"Vlist";"0623"
"Vlodrop";"Vlodrop";"2595";"Roerdalen";"1669"
"Voerendaal";"Voerendaal";"1855";"Voerendaal";"0986"
"Vogelenzang";"Vogelenzang";"2651";"Bloemendaal";"0377"
"Vogelwaarde";"Vogelwaarde";"3095";"Hulst";"0677"
"Volendam";"Volendam";"1748";"Edam-Volendam";"0385"
"Volkel";"Volkel";"1848";"Uden";"0856"
"Vollenhove";"Vollenhove";"2716";"Steenwijkerland";"1708"
"Vondelingenplaat Rotterdam";"Vondelingenplaat Rotterdam";"3087";"Rotterdam";"0599"
"Voorburg";"Voorburg";"1622";"Leidschendam-Voorburg";"1916"
"Voorhout";"Voorhout";"2004";"Teylingen";"1525"
"Voorschoten";"Voorschoten";"3231";"Voorschoten";"0626"
"Voorst";"Voorst";"1586";"Oude IJsselstreek";"1509"
"Voorst";"Voorst";"2612";"Voorst";"0285"
"Voorthuizen";"Voorthuizen";"1055";"Barneveld";"0203"
"Vorchten";"Vorchten";"2867";"Heerde";"0246"
"Vorden";"Vorden";"1534";"Bronckhorst";"1876"
"Vorstenbosch";"Vorstenbosch";"3064";"Bernheze";"1721"
"Vortum-Mullem";"Vortum-Mullem";"1224";"Boxmeer";"0756"
"Vragender";"Vragender";"2226";"Oost Gelre";"1586"
"Vredenheim";"Vredenheim";"1181";"Aa en Hunze";"1680"
"Vredepeel";"Vredepeel";"2337";"Venray";"0984"
"Vreeland";"Vreeland";"2223";"Stichtse Vecht";"1904"
"Vries";"Vries";"2912";"Tynaarlo";"1730"
"Vriescheloo";"Vriescheloo";"2235";"Bellingwedde";"0007"
"Vriezenveen";"Vriezenveen";"3325";"Twenterand";"1700"
"Vroomshoop";"Vroomshoop";"3326";"Twenterand";"1700"
"Vrouwenakker";"Vrouwenakker";"2672";"Nieuwkoop";"0569"
"Vrouwenparochie";"Vrouwenparochie";"3334";"het Bildt";"0063"
"Vrouwenpolder";"Vrouwenpolder";"2784";"Veere";"0717"
"Vught";"Vught";"1619";"Vught";"0865"
"Vuren";"Vuren";"2357";"Lingewaal";"0733"
"Waaksens";"Waaksens";"2031";"Littenseradiel";"0140"
"Waal";"Waal";"1809";"Liesveld";"0694"
"De Waal";"De Waal";"2739";"Texel";"0448"
"Waalre";"Waalre";"1006";"Waalre";"0866"
"Waalwijk";"Waalwijk";"2597";"Waalwijk";"0867"
"'t Waar";"'t Waar";"1895";"Oldambt";"1895"
"Waarde";"Waarde";"3466";"Reimerswaal";"0703"
"Waardenburg";"Waardenburg";"3368";"Neerijnen";"0304"
"Waarder";"Waarder";"2478";"Bodegraven-Reeuwijk";"1901"
"Waardhuizen";"Waardhuizen";"3305";"Woudrichem";"0874"
"Waarland";"Waarland";"3293";"Harenkarspel";"0395"
"Waaxens";"Waaxens";"3412";"Dongeradeel";"0058"
"Wachtum";"Wachtum";"2165";"Coevorden";"0109"
"Waddinxveen";"Waddinxveen";"3051";"Waddinxveen";"0627"
"Wadenoijen";"Wadenoijen";"2559";"Tiel";"0281"
"Wagenberg";"Wagenberg";"2579";"Drimmelen";"1719"
"Wagenborgen";"Wagenborgen";"3244";"Delfzijl";"0010"
"Wageningen";"Wageningen";"2006";"Wageningen";"0289"
"Walem";"Walem";"1719";"Valkenburg aan de Geul";"0994"
"Walsoorden";"Walsoorden";"3101";"Hulst";"0677"
"Wâlterswâld";"Wâlterswâld";"3269";"Dantumadiel";"1891"
"Wamel";"Wamel";"1773";"West Maas en Waal";"0668"
"Wanneperveen";"Wanneperveen";"2717";"Steenwijkerland";"1708"
"Wanroij";"Wanroij";"2085";"Sint Anthonis";"1702"
"Wanssum";"Wanssum";"1861";"Venray";"0984"
"Wânswert";"Wânswert";"3210";"Ferwerderadiel";"1722"
"Wapenveld";"Wapenveld";"2868";"Heerde";"0246"
"Wapse";"Wapse";"3124";"Westerveld";"1701"
"Wapserveen";"Wapserveen";"3125";"Westerveld";"1701"
"Warder";"Warder";"1843";"Zeevang";"0478"
"Warffum";"Warffum";"3486";"Eemsmond";"1651"
"Warfhuizen";"Warfhuizen";"3427";"De Marne";"1663"
"Warfstermolen";"Warfstermolen";"3316";"Kollumerland en Nieuwkruisland";"0079"
"Warmenhuizen";"Warmenhuizen";"3294";"Harenkarspel";"0395"
"Warmond";"Warmond";"3542";"Teylingen";"1525"
"Warns";"Warns";"1971";"Súdwest Fryslân";"1900"
"Warnsveld";"Warnsveld";"1396";"Zutphen";"0301"
"Warstiens";"Warstiens";"2540";"Boarnsterhim";"0055"
"Warten";"Warten";"2541";"Boarnsterhim";"0055"
"Waskemeer";"Waskemeer";"1765";"Ooststellingwerf";"0085"
"Waspik";"Waspik";"2598";"Waalwijk";"0867"
"Wassenaar";"Wassenaar";"1821";"Wassenaar";"0629"
"Wateren";"Wateren";"3126";"Westerveld";"1701"
"Watergang";"Watergang";"1945";"Waterland";"0852"
"Waterhuizen";"Waterhuizen";"1022";"Hoogezand-Sappemeer";"0018"
"Wateringen";"Wateringen";"2664";"Westland";"1783"
"Waterlandkerkje";"Waterlandkerkje";"2963";"Sluis";"1714"
"Waverveen";"Waverveen";"1933";"De Ronde Venen";"0736"
"Wedde";"Wedde";"2236";"Bellingwedde";"0007"
"De Weere";"De Weere";"2789";"Opmeer";"0432"
"Weerselo";"Weerselo";"1417";"Dinkelland";"1774"
"Weert";"Weert";"1974";"Weert";"0988"
"Weesp";"Weesp";"1012";"Weesp";"0457"
"Wehe-den Hoorn";"Wehe-den Hoorn";"3428";"De Marne";"1663"
"Wehl";"Wehl";"3248";"Doetinchem";"0222"
"Weidum";"Weidum";"2032";"Littenseradiel";"0140"
"Weiteveen";"Weiteveen";"2000";"Emmen";"0114"
"Wekerom";"Wekerom";"2771";"Ede";"0228"
"Well";"Well";"1632";"Maasdriel";"0263"
"Well (L.)";"Well (L.)";"1124";"Bergen (L.)";"0893"
"Wellerlooi";"Wellerlooi";"1125";"Bergen (L.)";"0893"
"Welsum";"Welsum";"1382";"Olst-Wijhe";"1773"
"Wemeldinge";"Wemeldinge";"1470";"Kapelle";"0678"
"Wenum Wiesel";"Wenum Wiesel";"2253";"Apeldoorn";"0200"
"Wergea";"Wergea";"2539";"Boarnsterhim";"0055"
"Werkendam";"Werkendam";"2218";"Werkendam";"0870"
"Werkhoven";"Werkhoven";"2605";"Bunnik";"0312"
"Wernhout";"Wernhout";"3491";"Zundert";"0879"
"Wervershoof";"Wervershoof";"1106";"Medemblik";"0420"
"Wesepe";"Wesepe";"1381";"Olst-Wijhe";"1773"
"Wessem";"Wessem";"1919";"Maasgouw";"1641"
"Westbeemster";"Westbeemster";"2172";"Beemster";"0370"
"Westbroek";"Westbroek";"2939";"De Bilt";"0310"
"Westdorp";"Westdorp";"1802";"Borger-Odoorn";"1681"
"Westdorpe";"Westdorpe";"1138";"Terneuzen";"0715"
"Westendorp";"Westendorp";"1575";"Oude IJsselstreek";"1509"
"Westerbeek";"Westerbeek";"2086";"Sint Anthonis";"1702"
"Westerbork";"Westerbork";"3025";"Midden-Drenthe";"1731"
"Westerbroek";"Westerbroek";"1023";"Hoogezand-Sappemeer";"0018"
"De Westereen";"De Westereen";"3273";"Dantumadiel";"1891"
"Westeremden";"Westeremden";"3455";"Loppersum";"0024"
"Westergeest";"Westergeest";"3317";"Kollumerland en Nieuwkruisland";"0079"
"Westerhaar-Vriezenveensewijk";"Westerhaar-Vriezenveensewijk";"3327";"Twenterand";"1700"
"Westerhoven";"Westerhoven";"1460";"Bergeijk";"1724"
"Westerland";"Westerland";"1490";"Hollands Kroon";"1911"
"Westerlee";"Westerlee";"1900";"Oldambt";"1895"
"Westernieland";"Westernieland";"3429";"De Marne";"1663"
"Westervelde";"Westervelde";"1652";"Noordenveld";"1699"
"Westervoort";"Westervoort";"1936";"Westervoort";"0293"
"Westerwijtwerd";"Westerwijtwerd";"3456";"Loppersum";"0024"
"West-Graftdijk";"West-Graftdijk";"1908";"Graft-De Rijp";"0365"
"Westhem";"Westhem";"2424";"Súdwest Fryslân";"1900"
"Westhoek";"Westhoek";"3329";"het Bildt";"0063"
"Westkapelle";"Westkapelle";"2785";"Veere";"0717"
"Westknollendam";"Westknollendam";"1881";"Zaanstad";"0479"
"Westmaas";"Westmaas";"2385";"Binnenmaas";"0585"
"West-Terschelling";"West-Terschelling";"2625";"Terschelling";"0093"
"Westwoud";"Westwoud";"1513";"Drechterland";"0498"
"Westzaan";"Westzaan";"1882";"Zaanstad";"0479"
"Wetering";"Wetering";"2718";"Steenwijkerland";"1708"
"Weteringbrug";"Weteringbrug";"1606";"Haarlemmermeer";"0394"
"Wetsens";"Wetsens";"3413";"Dongeradeel";"0058"
"Wetsinge";"Wetsinge";"2474";"Winsum";"0053"
"Weurt";"Weurt";"2750";"Beuningen";"0209"
"Wezep";"Wezep";"3073";"Oldebroek";"0269"
"Wezup";"Wezup";"2166";"Coevorden";"0109"
"Wezuperbrug";"Wezuperbrug";"2167";"Coevorden";"0109"
"Wichmond";"Wichmond";"1533";"Bronckhorst";"1876"
"Wier";"Wier";"2734";"Menameradiel";"1908"
"Wierden";"Wierden";"1087";"Wierden";"0189"
"Wieringerwaard";"Wieringerwaard";"3187";"Hollands Kroon";"1911"
"Wieringerwerf";"Wieringerwerf";"2436";"Hollands Kroon";"1911"
"Wierum";"Wierum";"3414";"Dongeradeel";"0058"
"Wijchen";"Wijchen";"2564";"Wijchen";"0296"
"Wijckel";"Wijckel";"1686";"Gaasterlân-Sleat";"0653"
"Wijdenes";"Wijdenes";"1514";"Drechterland";"0498"
"Wijdewormer";"Wijdewormer";"2288";"Wormerland";"0880"
"Wijhe";"Wijhe";"1380";"Olst-Wijhe";"1773"
"de Wijk";"de Wijk";"3162";"De Wolden";"1690"
"Wijk aan Zee";"Wijk aan Zee";"2736";"Beverwijk";"0375"
"Wijk bij Duurstede";"Wijk bij Duurstede";"1302";"Wijk bij Duurstede";"0352"
"Wijk en Aalburg";"Wijk en Aalburg";"1957";"Aalburg";"0738"
"Wijlre";"Wijlre";"1236";"Gulpen-Wittem";"1729"
"Wijnaldum";"Wijnaldum";"2893";"Harlingen";"0072"
"Wijnandsrade";"Wijnandsrade";"2361";"Nuth";"0951"
"Wijnbergen";"Wijnbergen";"2212";"Montferland";"1955"
"Wijngaarden";"Wijngaarden";"1986";"Graafstroom";"0693"
"Wijnjewoude";"Wijnjewoude";"3358";"Opsterland";"0086"
"Wijster";"Wijster";"3026";"Midden-Drenthe";"1731"
"Wilbertoord";"Wilbertoord";"1979";"Mill en Sint Hubert";"0815"
"Wildervank";"Wildervank";"1241";"Veendam";"0047"
"De Wilgen";"De Wilgen";"3278";"Smallingerland";"0090"
"Wilhelminadorp";"Wilhelminadorp";"1827";"Goes";"0664"
"Wilhelminaoord";"Wilhelminaoord";"3127";"Westerveld";"1701"
"Willemsoord";"Willemsoord";"2719";"Steenwijkerland";"1708"
"Willemstad";"Willemstad";"1317";"Moerdijk";"1709"
"Wilnis";"Wilnis";"1931";"De Ronde Venen";"0736"
"Wilp";"Wilp";"2613";"Voorst";"0285"
"De Wilp";"De Wilp";"2260";"Marum";"0025"
"Wilsum";"Wilsum";"2898";"Kampen";"0166"
"Winde";"Winde";"2920";"Tynaarlo";"1730"
"Windraak";"Windraak";"2820";"Sittard-Geleen";"1883"
"Winkel";"Winkel";"2521";"Hollands Kroon";"1911"
"Winneweer";"Winneweer";"1836";"Ten Boer";"0009"
"Winschoten";"Winschoten";"1471";"Oldambt";"1895"
"Winssen";"Winssen";"2753";"Beuningen";"0209"
"Winsum";"Winsum";"2475";"Winsum";"0053"
"Winsum";"Winsum";"2033";"Littenseradiel";"0140"
"Wintelre";"Wintelre";"2997";"Eersel";"0770"
"Winterswijk";"Winterswijk";"1478";"Winterswijk";"0294"
"Winterswijk Brinkheurne";"Winterswijk Brinkheurne";"1486";"Winterswijk";"0294"
"Winterswijk Corle";"Winterswijk Corle";"1487";"Winterswijk";"0294"
"Winterswijk Henxel";"Winterswijk Henxel";"1485";"Winterswijk";"0294"
"Winterswijk Huppel";"Winterswijk Huppel";"1480";"Winterswijk";"0294"
"Winterswijk Kotten";"Winterswijk Kotten";"1482";"Winterswijk";"0294"
"Winterswijk Meddo";"Winterswijk Meddo";"1479";"Winterswijk";"0294"
"Winterswijk Miste";"Winterswijk Miste";"1484";"Winterswijk";"0294"
"Winterswijk Ratum";"Winterswijk Ratum";"1481";"Winterswijk";"0294"
"Winterswijk Woold";"Winterswijk Woold";"1483";"Winterswijk";"0294"
"Wirdum";"Wirdum";"3457";"Loppersum";"0024"
"Wirdum";"Wirdum";"1205";"Leeuwarden";"0080"
"Wissenkerke";"Wissenkerke";"3191";"Noord-Beveland";"1695"
"Witharen";"Witharen";"2556";"Ommen";"0175"
"Witmarsum";"Witmarsum";"2325";"Súdwest Fryslân";"1900"
"Witte Paarden";"Witte Paarden";"2720";"Steenwijkerland";"1708"
"Wittelte";"Wittelte";"3128";"Westerveld";"1701"
"Wittem";"Wittem";"1233";"Gulpen-Wittem";"1729"
"Witteveen";"Witteveen";"3027";"Midden-Drenthe";"1731"
"Wiuwert";"Wiuwert";"2034";"Littenseradiel";"0140"
"Wjelsryp";"Wjelsryp";"2035";"Littenseradiel";"0140"
"Woensdrecht";"Woensdrecht";"1004";"Woensdrecht";"0873"
"Woerden";"Woerden";"1071";"Woerden";"0632"
"Woerdense Verlaat";"Woerdense Verlaat";"2669";"Nieuwkoop";"0569"
"Wognum";"Wognum";"3158";"Medemblik";"0420"
"Woldendorp";"Woldendorp";"3245";"Delfzijl";"0010"
"Wolfheze";"Wolfheze";"2989";"Renkum";"0274"
"Wolphaartsdijk";"Wolphaartsdijk";"1828";"Goes";"0664"
"Wolsum";"Wolsum";"2425";"Súdwest Fryslân";"1900"
"Woltersum";"Woltersum";"1833";"Ten Boer";"0009"
"Wolvega";"Wolvega";"1744";"Weststellingwerf";"0098"
"Wommels";"Wommels";"2036";"Littenseradiel";"0140"
"Wons";"Wons";"2326";"Súdwest Fryslân";"1900"
"Workum";"Workum";"1965";"Súdwest Fryslân";"1900"
"Wormer";"Wormer";"2287";"Wormerland";"0880"
"Wormerveer";"Wormerveer";"1883";"Zaanstad";"0479"
"Woubrugge";"Woubrugge";"3043";"Kaag en Braassem";"1884"
"Woudbloem";"Woudbloem";"1361";"Slochteren";"0040"
"de Woude";"de Woude";"2269";"Castricum";"0383"
"Woudenberg";"Woudenberg";"2523";"Woudenberg";"0351"
"Woudrichem";"Woudrichem";"3306";"Woudrichem";"0874"
"Woudsend";"Woudsend";"2426";"Súdwest Fryslân";"1900"
"Wouw";"Wouw";"1589";"Roosendaal";"1674"
"Wouwse Plantage";"Wouwse Plantage";"1592";"Roosendaal";"1674"
"Wyns";"Wyns";"2442";"Tytsjerksteradiel";"0737"
"Wytgaard";"Wytgaard";"1206";"Leeuwarden";"0080"
"Yde";"Yde";"2921";"Tynaarlo";"1730"
"Yerseke";"Yerseke";"3467";"Reimerswaal";"0703"
"Ypecolsga";"Ypecolsga";"2427";"Súdwest Fryslân";"1900"
"Ysbrechtum";"Ysbrechtum";"3507";"Súdwest Fryslân";"1900"
"Ysselsteyn";"Ysselsteyn";"2338";"Venray";"0984"
"Zaamslag";"Zaamslag";"1139";"Terneuzen";"0715"
"Zaandam";"Zaandam";"1884";"Zaanstad";"0479"
"Zaandijk";"Zaandijk";"1885";"Zaanstad";"0479"
"Zalk";"Zalk";"2897";"Kampen";"0166"
"Zaltbommel";"Zaltbommel";"2636";"Zaltbommel";"0297"
"'t Zand";"'t Zand";"2758";"Zijpe";"0476"
"Zandberg";"Zandberg";"1803";"Borger-Odoorn";"1681"
"Zandeweer";"Zandeweer";"3487";"Eemsmond";"1651"
"Zandhuizen";"Zandhuizen";"1745";"Weststellingwerf";"0098"
"Zandpol";"Zandpol";"2001";"Emmen";"0114"
"'t Zandt";"'t Zandt";"3458";"Loppersum";"0024"
"Zandvoort";"Zandvoort";"1305";"Zandvoort";"0473"
"Zeddam";"Zeddam";"2213";"Montferland";"1955"
"Zeegse";"Zeegse";"2922";"Tynaarlo";"1730"
"Zeeland";"Zeeland";"1850";"Landerd";"1685"
"Zeerijp";"Zeerijp";"3459";"Loppersum";"0024"
"Zeewolde";"Zeewolde";"1075";"Zeewolde";"0050"
"Zegge";"Zegge";"2585";"Rucphen";"0840"
"Zegveld";"Zegveld";"1074";"Woerden";"0632"
"Zeijen";"Zeijen";"2923";"Tynaarlo";"1730"
"Zeijerveen";"Zeijerveen";"2396";"Assen";"0106"
"Zeijerveld";"Zeijerveld";"2397";"Assen";"0106"
"Zeist";"Zeist";"2821";"Zeist";"0355"
"Zelhem";"Zelhem";"1524";"Bronckhorst";"1876"
"Zenderen";"Zenderen";"2051";"Borne";"0147"
"Zennewijnen";"Zennewijnen";"3369";"Neerijnen";"0304"
"Zennewijnen";"Zennewijnen";"2558";"Tiel";"0281"
"Zetten";"Zetten";"1873";"Overbetuwe";"1734"
"Zevenaar";"Zevenaar";"1297";"Zevenaar";"0299"
"Zevenbergen";"Zevenbergen";"1323";"Moerdijk";"1709"
"Zevenbergschen Hoek";"Zevenbergschen Hoek";"2580";"Drimmelen";"1719"
"Zevenbergschen Hoek";"Zevenbergschen Hoek";"1327";"Moerdijk";"1709"
"Zevenhoven";"Zevenhoven";"2671";"Nieuwkoop";"0569"
"Zevenhuizen";"Zevenhuizen";"1213";"Zuidplas";"1892"
"Zevenhuizen";"Zevenhuizen";"2346";"Leek";"0022"
"Zierikzee";"Zierikzee";"2689";"Schouwen-Duiveland";"1676"
"Zieuwent";"Zieuwent";"2229";"Oost Gelre";"1586"
"Zijderveld";"Zijderveld";"2844";"Vianen";"0620"
"Zijdewind";"Zijdewind";"2522";"Hollands Kroon";"1911"
"Zijldijk";"Zijldijk";"3460";"Loppersum";"0024"
"De Zilk";"De Zilk";"1928";"Noordwijkerhout";"0576"
"Zoelen";"Zoelen";"3384";"Buren";"0214"
"Zoelmond";"Zoelmond";"3385";"Buren";"0214"
"Zoetermeer";"Zoetermeer";"2293";"Zoetermeer";"0637"
"Zoeterwoude";"Zoeterwoude";"2644";"Zoeterwoude";"0638"
"Zonnemaire";"Zonnemaire";"2690";"Schouwen-Duiveland";"1676"
"Zorgvlied";"Zorgvlied";"3129";"Westerveld";"1701"
"Zoutelande";"Zoutelande";"2786";"Veere";"0717"
"Zoutkamp";"Zoutkamp";"3430";"De Marne";"1663"
"Zuid-Beijerland";"Zuid-Beijerland";"2889";"Korendijk";"0588"
"Zuidbroek";"Zuidbroek";"2280";"Menterwolde";"1987"
"Zuiddorpe";"Zuiddorpe";"1140";"Terneuzen";"0715"
"Zuidermeer";"Zuidermeer";"1192";"Koggenland";"1598"
"Zuiderwoude";"Zuiderwoude";"1948";"Waterland";"0852"
"Zuidhorn";"Zuidhorn";"2128";"Zuidhorn";"0056"
"Zuidlaarderveen";"Zuidlaarderveen";"2925";"Tynaarlo";"1730"
"Zuidland";"Zuidland";"1390";"Bernisse";"0568"
"Zuidlaren";"Zuidlaren";"2913";"Tynaarlo";"1730"
"Zuidoostbeemster";"Zuidoostbeemster";"2173";"Beemster";"0370"
"Zuid-Scharwoude";"Zuid-Scharwoude";"1117";"Langedijk";"0416"
"Zuidschermer";"Zuidschermer";"1892";"Schermer";"0458"
"Zuidveen";"Zuidveen";"2721";"Steenwijkerland";"1708"
"Zuidveld";"Zuidveld";"3028";"Midden-Drenthe";"1731"
"Zuidvelde";"Zuidvelde";"1653";"Noordenveld";"1699"
"Zuidwolde";"Zuidwolde";"2832";"Bedum";"0005"
"Zuidwolde";"Zuidwolde";"3172";"De Wolden";"1690"
"Zuidzande";"Zuidzande";"2972";"Sluis";"1714"
"Zuilichem";"Zuilichem";"2637";"Zaltbommel";"0297"
"Zuna";"Zuna";"1091";"Wierden";"0189"
"Zundert";"Zundert";"3489";"Zundert";"0879"
"Zurich";"Zurich";"2327";"Súdwest Fryslân";"1900"
"Zutphen";"Zutphen";"1395";"Zutphen";"0301"
"Zuurdijk";"Zuurdijk";"3431";"De Marne";"1663"
"Zwaag";"Zwaag";"2463";"Hoorn";"0405"
"Zwaagdijk-Oost";"Zwaagdijk-Oost";"1107";"Medemblik";"0420"
"Zwaagdijk-West";"Zwaagdijk-West";"3159";"Medemblik";"0420"
"Zwaanshoek";"Zwaanshoek";"1611";"Haarlemmermeer";"0394"
"Zwagerbosch";"Zwagerbosch";"3318";"Kollumerland en Nieuwkruisland";"0079"
"Zwammerdam";"Zwammerdam";"1081";"Alphen aan den Rijn";"0484"
"Zwanenburg";"Zwanenburg";"1614";"Haarlemmermeer";"0394"
"Zwartebroek";"Zwartebroek";"1060";"Barneveld";"0203"
"Zwartemeer";"Zwartemeer";"2002";"Emmen";"0114"
"Zwartewaal";"Zwartewaal";"2370";"Brielle";"0501"
"Zwartsluis";"Zwartsluis";"2201";"Zwartewaterland";"1896"
"Zweeloo";"Zweeloo";"2168";"Coevorden";"0109"
"Zweins";"Zweins";"1367";"Franekeradeel";"0070"
"Zwiggelte";"Zwiggelte";"3029";"Midden-Drenthe";"1731"
"Zwijndrecht";"Zwijndrecht";"2399";"Zwijndrecht";"0642"
"Zwinderen";"Zwinderen";"2169";"Coevorden";"0109"
"Zwolle";"Zwolle";"1182";"Zwolle";"0193"
